# https://cs.wikipedia.org/wiki/Jmeniny_v_Česku
# month day nameDay
9  17 Naděžda, Naďa
9  18 Kryštof
9  19 Zita
9  20 Oleg
9  21 Matouš
9  22 Darina
9  23 Berta
9  24 Jaromír, Jaromíra
9  25 Zlata
9  26 Andrea
9  27 Jonáš
9  28 Václav
9  29 Michal, Michael
9  30 Jeroným
10 1  Igor
10 2  Olívie, Oliver
10 3  Bohumil
10 4  František
10 5  Eliška
10 6  Hanuš
10 7  Justýna
10 8  Věra
10 9  Sára
10 10 Marina
10 11 Andrej
10 12 Marcel
10 13 Renáta, Koloman
10 14 Agáta
10 15 Tereza
10 16 Havel
10 17 Hedvika
10 18 Lukáš
10 19 Michaela, Michala
10 20 Vendelín
10 21 Brigita, Voršila
10 22 Sabina
10 23 Teodor
10 24 Nina
10 25 Beáta
10 26 Erik
10 27 Šarlota, Zoe
10 28 Alfréd
10 29 Silvie, Sylva
10 30 Tadeáš
10 31 Štěpánka
11 1  Felix
11 2  Tobiáš
11 3  Hubert
11 4  Karel, Karla
11 5  Miriam
11 6  Liběna
11 7  Saskie, Andělín
11 8  Bohumír, Bohumíra
11 9  Bohdan
11 10 Evžen
11 11 Martin
11 12 Benedikt
11 13 Tibor
11 14 Sáva
11 15 Leopold
11 16 Otmar, Otomar
11 17 Mahulena, Gertruda
11 18 Romana
11 19 Alžběta
11 20 Nikola, Nikol
11 21 Albert
11 22 Cecílie
11 23 Klement
11 24 Emilie
11 25 Kateřina
11 26 Artur
11 27 Xenie, Oxana
11 28 René
11 29 Zina
11 30 Ondřej
12 1  Iva
12 2  Blanka
12 3  Svatoslav, Svatoslava
12 4  Barbora
12 5  Jitka
12 6  Mikuláš
12 7  Benjamín, Ambrož
12 8  Květoslava
12 9  Vratislav, Vratislava
12 10 Julie
12 11 Dana
12 12 Simona
12 13 Lucie
12 14 Lýdie
12 15 Radan, Radana
12 16 Albína
12 17 Daniel
12 18 Miloslav
12 19 Ester
12 20 Dagmar
12 21 Natálie
12 22 Šimon
12 23 Vlasta
12 24 Adam a Eva
12 25 Boží hod vánoční
12 26 Štěpán
12 27 Žaneta, Melánie
12 28 Bohumila
12 29 Judita
12 30 David
12 31 Silvestr
